_id,__text
560,곤율거니 (Gonyulgeoni)
561,심보러 (Symboler)
562,데스마스 (Desumasu)
563,데스니칸 (Desunikan)
564,프로토가 (Protoga)
565,늑골라 (Neukgolra)
566,아켄 (Aken)
567,아케오스 (Akeos)
568,깨봉이 (Kkaebongi)
569,더스트나 (Dustna)
570,조로아 (Zorua)
571,조로아크 (Zoroark)
572,치라미 (Chillarmy)
573,치라치노 (Chillaccino)
574,고디탱 (Goditeng)
575,고디보미 (Godibomi)
576,고디모아젤 (Godimoiselle)
577,유니란 (Uniran)
578,듀란 (Dyuran)
579,란쿨루스 (Lanculus)
580,꼬지보리 (Kkojibori)
581,스완나 (Swanna)
582,바닐프티 (Vanipeti)
583,바닐리치 (Vanirich)
584,배바닐라 (Baevanilla)
585,사철록 (Sacheolrok)
586,바라철록 (Baracheolrok)
587,에몽가 (Emonga)
588,딱정곤 (Ttakjeonggon)
589,슈바르고 (Chevargo)
590,깜놀버슬 (Kamnolberseul)
591,뽀록나 (Pporokna)
592,탱그릴 (Tengguril)
593,탱탱겔 (Taengtaenggel)
594,맘복치 (Mambokchi)
595,피쪼옥 (Pazzouok)
596,전툴라 (Jeontula)
597,철시드 (Cheolseed)
598,너트령 (Nutryung)
599,기어르 (Giaru)
600,기기어르 (Gigiaru)
601,기기기어르 (Gigigiaru)
602,저리어 (Jeorieo)
603,저리릴 (Jeoriril)
604,저리더프 (Jeorideof)
605,리그레 (Ligray)
606,벰크 (Bemk)
607,불켜미 (Bulkyeomi)
608,램프라 (Lampler)
609,샹델라 (Chandela)
610,터검니 (Teogeomni)
611,액슨도 (Axndo)
612,액스라이즈 (Axrise)
613,코고미 (Kogomi)
614,툰베어 (Tunbear)
615,프리지오 (Freegeo)
616,쪼마리 (Jjomari)
617,어지리더 (Eojirideo)
618,메더 (Medeo)
619,비조푸 (Bizofu)
620,비조도 (Bizodo)
621,크리만 (Criman)
622,골비람 (Golbiram)
623,골루그 (Goloog)
624,자망칼 (Jamangkal)
625,절각참 (Jeolgakcham)
626,버프론 (Buffron)
627,수리둥보 (Suridungbo)
628,워글 (Warrgle)
629,벌차이 (Beolchai)
630,버랜지나 (Beorenjina)
631,앤티골 (Antigol)
632,아이앤트 (Aiant)
633,모노두 (Monodoo)
634,디헤드 (Dihead)
635,삼삼드래 (Samsamdrae)
636,활화르바 (Hwalhwaruba)
637,불카모스 (Bulkamos)
638,코바르온 (Cobalon)
639,테라키온 (Terrakion)
640,비리디온 (Virizion)
641,토네로스 (Tornelos)
642,볼트로스 (Voltolos)
643,레시라무 (Reshiram)
644,제크로무 (Zekrom)
645,랜드로스 (Landlos)
646,큐레무 (Kyurem)
647,케르디오 (Kereudio)
648,메로엣타 (Meroetta)
649,게노세크트 (Genosekeuteu)
650,도치마론 (Dochimaron)
651,도치보구 (Dochibogu)
652,브리가론 (Beurigaron)
653,푸호꼬 (Puhokko)
654,테르나 (Tereuna)
655,마폭시 (Mapoksi)
656,개구마르 (Gaegumareu)
657,개굴반장 (Gaegulbanjang)
658,개굴닌자 (Gaegullinja)
659,파르빗 (Pareubit)
660,파르토 (Pareuto)
661,화살꼬빈 (Hwasalkkobin)
662,불화살빈 (Bulhwasalbin)
663,파이어로 (Paieoro)
664,분이벌레 (Bunibeolle)
665,분떠도리 (Buntteodori)
666,비비용 (Bibiyong)
667,레오꼬 (Reokko)
668,화염레오 (Hwayeomneo)
669,플라베베 (Peullabebe)
670,플라엣테 (Peullaette)
671,플라제스 (Peullajeseu)
672,메이클 (Meikeul)
673,고고트 (Gogoteu)
674,판짱 (Panjjang)
675,부란다 (Buranda)
676,트리미앙 (Teurimiang)
677,냐스퍼 (Nyaseupeo)
678,냐오닉스 (Nyaonikseu)
679,단칼빙 (Dankalbing)
680,쌍검킬 (Ssanggeomkil)
681,킬가르도 (Kilgareudo)
682,슈쁘 (Syuppeu)
683,프레프티르 (Peurepeutireu)
684,나룸퍼프 (Narumpeopeu)
685,나루림 (Narurim)
686,오케이징 (Okeijing)
687,칼라마네로 (Kallamanero)
688,거북손손 (Geobuksonson)
689,거북손데스 (Geobuksondeseu)
690,수레기 (Suregi)
691,드래캄 (Deuraekam)
692,완철포 (Wancheolpo)
693,블로스터 (Beulloseuteo)
694,목도리키텔 (Mokdorikitel)
695,일레도리자드 (Illedorijadeu)
696,티고라스 (Tigoraseu)
697,견고라스 (Gyeongoraseu)
698,아마루스 (Amaruseu)
699,아마루르가 (Amarureuga)
700,님피아 (Nimpia)
701,루차불 (Ruchabul)
702,데덴네 (Dedenne)
703,멜리시 (Mellisi)
704,미끄메라 (Mikkeumera)
705,미끄네일 (Mikkeuneil)
706,미끄래곤 (Mikkeuraegon)
707,클레피 (Keullepi)
708,나목령 (Namongnyeong)
709,대로트 (Daeroteu)
710,호바귀 (Hobagwi)
711,펌킨인 (Peomkinin)
712,꽁어름 (Kkongeoreum)
713,크레베이스 (Keurebeisu)
714,음뱃 (Eumbaet)
715,음번 (Eumbeon)
716,제르네아스 (Jereuneaseu)
717,이벨타르 (Ibeltareu)
718,지가르데 (Jigareude)
719,디안시 (Diansi)
720,후파 (Hupa)
721,볼케니온 (Bolkenion)
